CustomerID,Name,AcquisitionDate,ExpirationDate,Item,Quantity,Calories,TotalFat,SaturatedFat,Cholesterol,Sodium,Choline
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-26,2024-08-04,"Fish, raw, freshwater, drum",2,119,4.9g,1.1g,64mg,75.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-27,2024-08-10,"Salad dressing, regular, ranch dressing",2,430,45g,7g,26mg,901.00 mg,32.8 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-28,2024-08-04,"Beverages, brewed, Oolong, tea",5,1,0g,,0,3.00 mg,0.0 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-29,2024-08-07,"Ice creams, All Natural Light Vanilla Chocolate Strawberry, BREYERS",3,161,4.4g,2.7g,14mg,69.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-30,2024-08-12,"GARDENBURGER Black Bean Chipotle Burger, unprepared, frozen",3,133,3.9g,0.4g,0,545.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-01,2024-07-11,"Candies, M&M's Peanut Chocolate Candies, MARS SNACKFOOD US",5,515,26g,10g,8mg,50.00 mg,37.3 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-02,2024-07-15,"Pie crust, baked, regular, refrigerated",4,506,29g,11g,0,472.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-03,2024-07-16,"Beef, roasted, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, top sirloin petite roast, loin",2,170,5.9g,1.7g,86mg,57.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-04,2024-07-13,"Beef, raw, select, trimmed to 1/8"" fat, separable lean only, steak, tenderloin",5,148,5.9g,2.2g,64mg,55.00 mg,92.1 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-05,2024-07-18,"Leavening agents, cream of tartar",1,258,0g,,0,52.00 mg,0.0 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-06,2024-07-17,"Infant formula, with ARA and DHA, liquid concentrate, with iron, LIPIL, ENFAMIL, MEAD JOHNSON",2,131,7g,3.1g,1mg,35.00 mg,17.9 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-07,2024-07-15,"Onions, unprepared, chopped, frozen",4,29,0.1g,,0,12.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-08,2024-07-22,"CAMPBELL'S Red and White, condensed, Italian Style Wedding Soup",5,71,2g,0.8g,8mg,643.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-09,2024-07-21,"Mollusks, raw, unspecified, whelk",5,137,0.4g,,65mg,206.00 mg,65.0 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-10,2024-07-23,"Breadfruit, raw",1,103,0.2g,,0,2.00 mg,9.8 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-11,2024-07-16,"Chicken, stewed, cooked, meat only, stewing",4,237,12g,3.1g,83mg,78.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-12,2024-07-22,"English muffins, with ca prop (includes sourdough), enriched, plain",5,227,1.7g,0.7g,0,425.00 mg,16.0 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-13,2024-07-20,"Doughnuts, chocolate-coated or frosted, plain, cake-type",3,452,25g,13g,19mg,326.00 mg,29.1 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-14,2024-07-22,"Restaurant, sweet and sour chicken, Chinese",3,250,13g,1.9g,27mg,246.00 mg,24.2 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-15,2024-07-21,"Candies, REESE'S PIECES Candy",1,497,25g,16g,0,194.00 mg,28.7 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-16,2024-07-29,"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, boneless, shoulder pot roast or steak",2,127,4.4g,1.9g,68mg,70.00 mg,76.8 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-17,2024-07-26,"MOTHER'S, Taffy Sandwich Cookies",4,475,20g,10g,0,324.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-18,2024-07-24,"Beverages, AQUAFINA, PEPSI, non-carbonated, bottled, water",3,0,0g,,0,0,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-19,2024-07-26,"Lamb, braised, cooked, trimmed to 1/8"" fat, separable lean and fat, bone-in, heel on, hindshank, leg, fresh, imported, Australian",3,204,9.5g,4.3g,110mg,84.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-20,2024-07-29,"Potatoes, as purchased, frozen, salt added in processing, crinkle or regular cut, french fried",4,150,5g,1.2g,0,349.00 mg,19.2 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-21,2024-08-03,"Beverages, prepared with water, without added sodium, powder, fruit punch-flavor drink",2,37,0g,,0,7.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-22,2024-08-04,"Duck, broiled, cooked without skin, boneless, meat only, breast, White Pekin, domesticated, young duckling",3,140,2.5g,0.6g,143mg,105.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-23,2024-07-30,"Beverages, drinking, tap, water",5,0,0g,,0,4.00 mg,0.0 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-24,2024-08-02,"Croissants, butter",2,406,21g,12g,67mg,467.00 mg,38.8 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-25,2024-07-30,"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, boneless, tenderloin roast, loin",4,153,7.4g,2.7g,61mg,44.00 mg,54.2 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-26,2024-08-06,"Turnip greens, with salt, drained, boiled, cooked, frozen",2,29,0.4g,0.1g,0,251.00 mg,0.5 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-27,2024-08-09,"Restaurant, black bean soup, Latino",1,103,2.6g,0.5g,1mg,311.00 mg,35.2 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-28,2024-08-03,HEALTHY REQUEST Tomato juice,3,21,0g,,0,198.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-29,2024-08-09,"MURRAY, Butter Cookies, COOKIE JAR CLASSICS",5,463,16g,5.1g,0,441.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-30,2024-08-07,"PIZZA HUT 12"" Pepperoni Pizza, Hand-Tossed Crust",3,280,11g,5.2g,26mg,801.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-01,2024-07-13,"DENNY'S, french fries",2,282,14g,2.5g,0,44.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-02,2024-07-13,"Turkey, raw, meat only, from whole bird, breast",4,114,1.5g,0.3g,57mg,113.00 mg,61.3 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-03,2024-07-08,"Salad dressing, assorted flavors, spray-style dressing",1,165,11g,1.6g,0,1102.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-04,2024-07-12,"Lamb, raw, liver, variety meats and by-products",2,139,5g,1.9g,371mg,70.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-05,2024-07-17,"School Lunch, cooked, frozen, whole grain, thick crust, sausage topping, pizza",5,257,9.1g,4.2g,26mg,433.00 mg,29.1 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-06,2024-07-18,"Veal, raw, separable lean only, sirloin",4,110,2.6g,0.8g,79mg,80.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-07,2024-07-21,"PREGO Pasta, ready-to-serve, Garlic Supreme Italian Sauce",4,85,3.1g,1.2g,0,408.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-08,2024-07-17,"Soup, mix, dry, onion",5,293,0.3g,0.1g,0,8031.00 mg,28.4 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-09,2024-07-16,"Split pea soup, prepared with water or ready-to serve, reduced sodium, canned",3,71,0.9g,0.3g,2mg,166.00 mg,18.2 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-10,2024-07-19,"Cake, prepared from recipe with coconut frosting, white",5,356,10g,3.9g,1mg,284.00 mg,6.0 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-11,2024-07-17,"Potatoes, prepared, frozen, o'brien",4,204,13g,3.3g,0,43.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-12,2024-07-26,"Lasagna, unprepared, frozen, cheese",3,145,4.2g,2.1g,11mg,312.00 mg,10.3 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-13,2024-07-23,"Fish, dry heat, cooked, farmed, rainbow, trout",3,168,7.4g,1.7g,70mg,61.00 mg,77.6 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-14,2024-07-23,"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, shoulder top blade steak",4,196,9.2g,3.8g,95mg,87.00 mg,105.3 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-15,2024-07-28,"Pork, raw, separable lean and fat, carcass, fresh",2,376,35g,12g,74mg,42.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-16,2024-07-28,"Cereals ready-to-eat, Fruity CHEERIOS, GENERAL MILLS",4,381,4.6g,0.7g,0,501.00 mg,17.5 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-17,2024-07-26,"Bamboo shoots, without salt, drained, boiled, cooked",4,12,0.2g,0.1g,0,4.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-18,2024-07-31,"CAMPBELL'S, V8 V-Lite, V8 60% Vegetable Juice",3,14,0g,,0,148.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-19,2024-07-28,"Infant formula, ready-to-feed, with iron, ADVANCE, SIMILAC, ABBOTT NUTRITION",4,66,3.7g,1.2g,2mg,16.00 mg,8.0 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-20,2024-07-30,"CAMPBELL'S, condensed, Chicken with Rice Soup",2,68,1.6g,0.5g,4mg,645.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-21,2024-08-03,"CAMPBELL'S HEALTHY REQUEST, condensed, Homestyle Chicken Noodle Soup",3,51,1g,0.3g,7mg,317.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-22,2024-08-02,"KEEBLER, Iced Oatmeal Cookies, TRADITIONS",2,463,18g,5.8g,1mg,493.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-23,2024-08-04,"HEALTHY REQUEST, condensed, Minestrone Soup",1,63,0.4g,,0,325.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-24,2024-08-02,"Syrups, sugar free",2,52,0g,,0,210.00 mg,0.0 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-25,2024-08-04,"Beans, with salt, drained, boiled, cooked, green, snap",3,35,0.3g,0.1g,0,239.00 mg,16.9 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-26,2024-08-09,"Cereals, dry, Maple & Brown Sugar Hot Wheat Cereal, MALT-O-MEAL",5,368,0.5g,0.1g,0,5.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-27,2024-08-10,"Winged bean leaves, raw",3,74,1.1g,0.3g,0,9.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-28,2024-08-08,"Pork, pan-fried, cooked, separable lean only, boneless, center rib (chops), loin, fresh",1,224,12g,4.3g,70mg,52.00 mg,95.1 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-29,2024-08-07,"Turkey, roasted, cooked, dark meat, from whole",3,173,6g,1.8g,128mg,104.00 mg,95.8 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-30,2024-08-07,"MOTHER'S, 4th of July Circus Animal Cookies",5,487,25g,25g,1mg,192.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-01,2024-07-08,"Danish pastry, cheese",3,374,22g,6.8g,23mg,417.00 mg,20.1 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-02,2024-07-13,"Beef, grilled, cooked, select, trimmed to 1/8"" fat, separable lean and fat, lip-on, bone-in, rib eye steak",2,304,23g,11g,80mg,59.00 mg,47.4 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-03,2024-07-13,"Babyfood, apple - cherry, juice",3,47,0.1g,,0,4.00 mg,1.9 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-04,2024-07-12,"Spearmint, fresh",4,44,0.7g,0.2g,0,30.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-05,2024-07-11,"Sweetener, agave, syrup",1,310,0.5g,,0,4.00 mg,13.3 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-06,2024-07-17,"Lambsquarters, raw (Northern Plains Indians)",3,47,0.3g,,0,7.00 mg,20.0 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-07,2024-07-17,"PILLSBURY Golden Layer Buttermilk Biscuits, refrigerated dough, Artificial Flavor",5,307,13g,2.9g,0,0,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-08,2024-07-13,"Lamb, raw, separable lean and fat, tenderloin, imported, New Zealand",2,120,4.2g,2.1g,69mg,49.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-09,2024-07-22,"Candies, TWIZZLERS Strawberry Twists Candy",3,348,2.3g,,0,287.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-10,2024-07-22,"Turkey, raw, meat and skin, wing, all classes",1,197,12g,3.3g,70mg,55.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-11,2024-07-19,"Tomato products, with mushrooms, sauce, canned",5,35,0.1g,,0,452.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-12,2024-07-26,"Beef, raw, choice, trimmed to 0"" fat, separable lean only, outside skirt, boneless, plate steak",5,212,15g,5.8g,70mg,68.00 mg,58.0 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-13,2024-07-21,"Lima beans, without salt, boiled, cooked, mature seeds, large",5,115,0.4g,0.1g,0,2.00 mg,32.5 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-14,2024-07-28,"Pie crust, made with enriched flour, baked, frozen, deep dish",4,521,32g,8.9g,0,393.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-15,2024-07-22,"Sweeteners, contains sugar and sucralose, brown, for baking",4,388,0g,,0,11.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-16,2024-07-22,"Chicken, roasted, cooked, meat and skin, roasting",5,223,13g,3.7g,76mg,73.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-17,2024-07-27,"Alcoholic Beverage, Carignane, red, table, wine",5,74,0g,,0,0,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-18,2024-07-28,"SPAGHETTIOS, SpaghettiOs Original",4,67,0.4g,0.2g,2mg,238.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-19,2024-07-27,"Fish, raw, lingcod",3,85,1.1g,0.2g,52mg,59.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-20,2024-07-26,"Beans, with salt, boiled, cooked, mature seeds, red, kidney",2,127,0.5g,0.1g,0,238.00 mg,30.5 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-21,2024-07-29,"Beef, broiled, cooked, choice, trimmed to 1/4"" fat, separable lean only, full cut, round",3,191,7.3g,2.6g,78mg,64.00 mg,111.3 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-22,2024-08-04,"Beverages, without added sodium or vitamin A, aspartame, phosphorus, with added calcium, powder, low calorie, Cocoa mix",1,359,3g,1.8g,11mg,653.00 mg,175.6 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-23,2024-07-29,"Chorizo, pork and beef",1,455,38g,14g,88mg,1235.00 mg,96.7 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-24,2024-08-07,"Snacks, and E, C, with vitamins A, strawberry, SUNKIST Fruit Roll, SUNKIST",5,342,1g,,0,111.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-25,2024-08-03,"Babyfood, strained, vegetables and bacon, dinner",1,69,3g,1.1g,4mg,49.00 mg,16.4 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-26,2024-07-31,"Beverages, assorted fruit flavors, sweetened, bottles, Water with added vitamins and minerals",5,22,0g,,0,0.00 mg,0.0 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-27,2024-08-08,"Chicken, back meat only, BBQ, rotisserie, broiler",3,212,14g,3.6g,117mg,563.00 mg,55.1 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-28,2024-08-08,"Chicken, raw, meat and skin, neck, broilers or fryers",1,297,26g,7.3g,99mg,64.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-29,2024-08-03,"Beans, raw, yellow, snap",4,31,0.1g,,0,6.00 mg,15.3 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-30,2024-08-10,"Agutuk, fish/berry with seal oil (Alaskan ice cream) (Alaska Native)",3,353,32g,7.7g,10mg,21.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-01,2024-07-11,"Veal, braised, cooked, separable lean only, blade, shoulder",5,198,6.5g,1.8g,158mg,101.00 mg,126.8 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-02,2024-07-12,"Danish pastry, unenriched, lemon",3,371,19g,2.8g,40mg,354.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-03,2024-07-12,"Infant formula, prepared from powder,NEXT STEP PROSOBEE, MEAD JOHNSON",4,67,2.9g,1.2g,0,23.00 mg,8.0 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-04,2024-07-11,"Rolls, wheat/cracked wheat, hamburger or hot dog",4,269,3.6g,0.7g,0,463.00 mg,14.5 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-05,2024-07-14,"ARCHWAY Home Style Cookies, Oatmeal Raisin",3,406,12g,2.8g,8mg,339.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-06,2024-07-16,"Pork, reduced sodium, pan-fried or roasted, broiled, cooked, bacon, cured",1,541,42g,14g,110mg,1030.00 mg,123.2 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-07,2024-07-15,"Nuts, without salt added, dry roasted, almonds",3,598,53g,4.1g,0,3.00 mg,52.1 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-08,2024-07-22,"Cornmeal, white, enriched, degermed",5,370,1.8g,0.2g,0,7.00 mg,8.6 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-09,2024-07-16,"Pork, roasted, cooked, bone-in, separable lean and fat, country-style ribs, loin, fresh",3,359,29g,11g,91mg,52.00 mg,3.3 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-10,2024-07-24,"Light Ice Cream, blended with cookie pieces, soft serve",2,169,5.7g,2.8g,15mg,75.00 mg,18.6 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-11,2024-07-22,"Cranberry juice, unsweetened",4,46,0.1g,,0,2.00 mg,3.3 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-12,2024-07-23,"Soup, prepared with equal volume milk, canned, green, pea",4,94,2.8g,1.6g,7mg,352.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-13,2024-07-23,"Cheese, colby",5,394,32g,20g,95mg,604.00 mg,15.4 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-14,2024-07-22,"Peppers, raw, green, sweet",4,20,0.2g,0.1g,0,3.00 mg,5.5 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-15,2024-07-24,"Soup, ready-to-serve, canned, reduced sodium, beef and vegetables",1,42,1g,,0,175.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-16,2024-07-28,"Babyfood, strained, mixed vegetable, dinner",2,41,0.1g,,0,38.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-17,2024-07-28,"Rolls, pumpernickel",5,276,2.8g,0.5g,0,492.00 mg,14.6 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-18,2024-07-24,"SILK Light Vanilla, soymilk",3,33,0.8g,,0,39.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-19,2024-07-26,"Lamb, braised, cooked, trimmed to 1/8"" fat, separable lean and fat, foreshank, fresh, imported, Australian",2,236,14g,6.8g,91mg,93.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-20,2024-07-25,"Apricots, uncooked, sulfured, dehydrated (low-moisture)",3,320,0.6g,,0,13.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-21,2024-07-27,"Biscuits, higher fat, refrigerated dough, plain or buttermilk",3,307,11g,2.8g,1mg,977.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-22,2024-08-01,"Restaurant, spaghetti with meat sauce, Italian",5,121,3.6g,1.1g,9mg,230.00 mg,15.6 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-23,2024-08-04,"Veal, raw, pancreas, variety meats and by-products",3,182,13g,4.5g,173mg,67.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-24,2024-07-30,"Child formula, prepared from powder, with iron, PORTAGEN, MEAD JOHNSON",4,88,4.5g,4g,1mg,52.00 mg,11.3 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-25,2024-08-04,"Fish, dry heat, cooked, chum, salmon",1,154,4.8g,1.1g,95mg,64.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-26,2024-08-08,"Turkey, roasted, with added solution, meat only, from whole bird, wing",1,127,2.1g,0.6g,69mg,238.00 mg,69.8 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-27,2024-08-06,"Pork, unheated, separable lean and fat, whole, ham, cured",1,246,19g,6.6g,56mg,1284.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-28,2024-08-08,"Fish, dry heat, cooked, striped, bass",3,124,3g,0.7g,103mg,88.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-29,2024-08-10,"Beverages, Protein powder whey based",1,352,1.6g,0.8g,16mg,156.00 mg,224.0 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-30,2024-08-12,"Turkey, roasted, cooked, meat and skin, leg, all classes",2,208,9.8g,3.1g,85mg,77.00 mg,70.8 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-01,2024-07-11,"Blueberries, drained, light syrup, canned",3,88,0.4g,,0,3.00 mg,4.0 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-02,2024-07-16,"Soup, condensed, canned, tomato rice",1,93,2.1g,0.4g,1mg,635.00 mg,15.6 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-03,2024-07-16,"Shortening industrial, lard and vegetable oil",4,900,100g,36g,56mg,0.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-04,2024-07-14,"Babyfood, orange and apple and banana, juice",1,47,0.1g,,0,0.00 mg,4.1 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-05,2024-07-14,"Babyfood, arrowroot, cookies",2,424,10g,1g,0,319.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-06,2024-07-19,"Beverages, whey and milk based, Chocolate-flavored drink",2,49,0.4g,0.3g,0,91.00 mg,3.3 mg
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-07,2024-07-12,"Cereals ready-to-eat, Regular, KRETSCHMER Wheat Germ, SUN COUNTRY",4,366,9.6g,1.7g,0,6.00 mg,0
b2cdcc70-ab84-4eca-88cf-08abaf9a2e68,Jason Brown,2024-07-08,2024-07-20,"Pork, raw, mechanically separated, variety meats and by-products, fresh",5,304,27g,9.8g,77mg,50.00 mg,0
